id,name,sponsor,event,venue,place,physical_description,occasion,notes,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status,page_count,dish_count
32079,Hotel Astor,HOTEL ASTOR,,UNKNOWN,,21.5x12.5cm folded; 21.5x28cm open,,Actor's Equity Association,1919-0097_wotm,,,1919-12-20,Hotel Astor,,,,complete,3,10
32082,Hotel Astor,HOTEL ASTOR,,UNKNOWN,,24x16cm folded; 24x32cm open,,Metal & Thermit Corporation,1919-0100_wotm,,,1919-12-27,Hotel Astor,,,,complete,3,12
32083,Hotel Astor,HOTEL ASTOR,,UNKNOWN,,15x18cm,,,1919-0101_wotm,,,1919-12-30,Hotel Astor,,,,complete,2,12
32084,Hotel Astor,HOTEL ASTOR,,UNKNOWN,,25.5x20cm folded; 25.5x40cm open,,menu is ripped,1919-0102_wotm,,,1919-12-30,Hotel Astor,,,,complete,5,11
32085,Hotel Astor,HOTEL ASTOR,,UNKNOWN,,23x18cm folded; 23x36cm open,,Friedens Verein No. 1,1919-0103_wotm,,,1919-12-07,Hotel Astor,,,,complete,7,14
32092,[restaurant Name And/or Location Not Given],[RESTAURANT NAME AND/OR LOCATION NOT GIVEN],,UNKNOWN,,15.5x10cm folded; 15.5x20cm open,,the Metropolitan,1916-0006_wotm,,,1917-01-11,UNKNOWN,,,,complete,2,16
32096,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,18x13.5cm folded; 18x27cm open,,The Explorers Club,1916-0011_wotm,,,1916-01-14,Hotel Mcalpin,,,,complete,5,20
32098,[restaurant Name And/or Location Not Given],[RESTAURANT NAME AND/OR LOCATION NOT GIVEN],,UNKNOWN,,24x16cm folded; 24x32cm open,,The Ohio Society of New York,1916-0013_wotm,,,1916-01-15,UNKNOWN,,,,complete,20,24
32101,[restaurant Name And/or Location Not Given],[RESTAURANT NAME AND/OR LOCATION NOT GIVEN],,UNKNOWN,,12x10cm folded; 12x20cm open,,Admiral's Menu,1916-0016_wotm,,,1916-01-25,UNKNOWN,,,,complete,2,11
32102,[restaurant Name And/or Location Not Given],[RESTAURANT NAME AND/OR LOCATION NOT GIVEN],,UNKNOWN,,16x11cm folded; 16x22cm open,,Metropolitan Life Insurance Company,1916-0017_wotm,,,1916-01-27,UNKNOWN,,,,complete,3,12
32103,Hotel Astor,HOTEL ASTOR,,UNKNOWN,,15.5x10cm folded; 15.5x20cm open,,Metropolitan Life Insurance Company,1916-0018_wotm,,,1916-01-29,Hotel Astor,,,,complete,3,15
32116,Hotel Astor,HOTEL ASTOR,,UNKNOWN,,23x18cm folded; 23x36cm open,,Canadian Camp,1916-0031_wotm,,,1916-02-21,Hotel Astor,,,,complete,6,15
32125,Hotel Astor,HOTEL ASTOR,,UNKNOWN,,28.5x24.5cm folded; 28.5x29cm open,,Dinner tendered to Colonel Daniel Appleton by the Grey Jackets of the Seventh Regiment,1916-0040_wotm,,,1916-03-10,Hotel Astor,,,,complete,10,20
32129,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18cm folded; 25.5x36cm open,,,1916-0044_wotm,,,1916-03-19,Hotel Mcalpin,,,,complete,3,16
32132,[restaurant Name And/or Location Not Given],[RESTAURANT NAME AND/OR LOCATION NOT GIVEN],,UNKNOWN,,14.5x9.5cm,,Luncheon by the Mikado of Japan on the occasion of the Imperial Buck Hunt,1916-0047_wotm,,,1916-03-25,UNKNOWN,,,,complete,1,10
32134,[restaurant Name And/or Location Not Given],[RESTAURANT NAME AND/OR LOCATION NOT GIVEN],,UNKNOWN,,14.5x9.5cm,,Luncheon by the Mikado of Japan on the occasion of the Imperial Buck Hunt,1916-0049_wotm,,,1916-03-28,UNKNOWN,,,,complete,2,11
32135,[restaurant Name And/or Location Not Given],[RESTAURANT NAME AND/OR LOCATION NOT GIVEN],,UNKNOWN,,14.5x9.5cm,,,1916-0050_wotm,,,1916-03-28,UNKNOWN,,,,complete,1,10
32137,[restaurant Name And/or Location Not Given],[RESTAURANT NAME AND/OR LOCATION NOT GIVEN],,UNKNOWN,,14.5x9.5cm,,,1916-0052_wotm,,,1916-03-31,UNKNOWN,,,,complete,1,10
32138,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18cm folded; 25.5x36cm open,,,1916-0053_wotm,,,1916-03-26,Hotel Mcalpin,,,,complete,3,17
32140,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18.5cm folded; 25.5x37cm open,,,1916-0055_wotm,,,1916-04-02,Hotel Mcalpin,,,,complete,3,15
32145,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18.5cm folded; 25.5x37cm open,,,1916-0060_wotm,,,1916-04-09,Hotel Mcalpin,,,,complete,3,17
32150,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18.5cm folded; 25.5x37cm open,,,1916-0065_wotm,,,1916-04-16,Hotel Mcalpin,,,,complete,3,16
32152,[restaurant Name And/or Location Not Given],[RESTAURANT NAME AND/OR LOCATION NOT GIVEN],,UNKNOWN,,15.5x10.5cm,,,1916-0067_wotm,,,1916-04-20,UNKNOWN,,,,complete,2,18
32153,Hotel Astor,HOTEL ASTOR,,UNKNOWN,,21.5x16cm folded; 21.5x32cm open,,,1916-0068_wotm,,,1916-04-24,Hotel Astor,,,,complete,12,18
32155,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18cm folded; 25.5x36cm open,,,1916-0070_wotm,,,1916-04-30,Hotel Mcalpin,,,,complete,3,15
32156,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18cm folded; 25.5x36cm open,,,1916-0071_wotm,,,1916-05-07,Hotel Mcalpin,,,,complete,3,14
32158,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18cm folded; 25.5x36cm open,,,1916-0073_wotm,,,1916-05-14,Hotel Mcalpin,,,,complete,3,14
32160,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18cm folded; 25.5x36cm open,,,1916-0075_wotm,,,1916-05-21,Hotel Mcalpin,,,,complete,3,15
32162,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18cm folded; 25.5x36cm open,,,1916-0077_wotm,,,1916-05-28,Hotel Mcalpin,,,,complete,3,16
32163,[restaurant Name And/or Location Not Given],[RESTAURANT NAME AND/OR LOCATION NOT GIVEN],,UNKNOWN,,16x11cm folded; 32x22cm open,,Metropolitan Life Insurance Company,1916-0078_wotm,,,1916-05-31,UNKNOWN,,,,complete,3,17
32164,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18cm folded; 25.5x36cm open,,,1916-0079_wotm,,,1916-06-04,Hotel Mcalpin,,,,complete,3,14
32166,[restaurant Name And/or Location Not Given],[RESTAURANT NAME AND/OR LOCATION NOT GIVEN],,UNKNOWN,,30.5x25.5cm folded; 30.5x51cm open,,,1916-0081_wotm,,,1916-01-01,UNKNOWN,,,,complete,9,23
32167,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18cm folded; 25.5x36cm open,,,1916-0082_wotm,,,1916-06-11,Hotel Mcalpin,,,,complete,3,16
32170,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18cm folded; 25.5x36cm open,,,1916-0085_wotm,,,1916-06-18,Hotel Mcalpin,,,,complete,3,15
32172,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18cm folded; 25.5x36cm open,,,1916-0087_wotm,,,1916-06-25,Hotel Mcalpin,,,,complete,3,17
32178,[restaurant Name And/or Location Not Given],[RESTAURANT NAME AND/OR LOCATION NOT GIVEN],,UNKNOWN,,18x11cm,,,1916-0093_wotm,,,1916-06-28,UNKNOWN,,,,complete,1,13
32181,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18cm folded; 25.5x36cm open,,,1916-0096_wotm,,,1916-07-02,Hotel Mcalpin,,,,complete,3,17
32182,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18cm folded; 25.5x36cm open,,,1916-0097_wotm,,,1916-07-09,Hotel Mcalpin,,,,complete,3,17
32184,[restaurant Name And/or Location Not Given],[RESTAURANT NAME AND/OR LOCATION NOT GIVEN],,UNKNOWN,,19x12.5cm,,,1916-0099_wotm,,,1916-07-10,UNKNOWN,,Dollars,$,complete,1,25
32187,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18cm folded; 25.5x36cm open,,,1916-0102_wotm,,,1916-07-16,Hotel Mcalpin,,,,complete,3,16
32188,[restaurant Name And/or Location Not Given],[RESTAURANT NAME AND/OR LOCATION NOT GIVEN],,UNKNOWN,,24x15cm folded; 24x30cm open,,,1916-0103_wotm,,,1916-07-18,UNKNOWN,,Dollars,$,complete,4,288
32190,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18cm folded; 25.5x36cm open,,,1916-0105_wotm,,,1916-07-23,Hotel Mcalpin,,,,complete,3,19
32200,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18cm folded; 25.5x36cm open,,,1916-0115_wotm,,,1916-07-30,Hotel Mcalpin,,,,complete,3,17
32210,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18cm folded; 25.5x36cm open,,,1916-0125_wotm,,,1916-08-06,Hotel Mcalpin,,,,complete,3,17
32211,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18cm folded; 25.5x36cm open,,,1916-0126_wotm,,,1916-08-13,Hotel Mcalpin,,,,complete,3,17
32215,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18cm folded; 25.5x36cm open,,,1916-0130_wotm,,,1916-08-20,Hotel Mcalpin,,,,complete,3,17
32217,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18cm folded; 25.5x36cm open,,,1916-0132_wotm,,,1916-08-27,Hotel Mcalpin,,,,complete,3,17
32220,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18cm folded; 25.5x36cm open,,,1916-0135_wotm,,,1916-09-03,Hotel Mcalpin,,,,complete,3,17
32223,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18cm folded; 25.5x36cm open,,,1916-0138_wotm,,,1916-09-10,Hotel Mcalpin,,,,complete,3,17
32225,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18cm folded; 25.5x36cm open,,,1916-0140_wotm,,,1916-09-17,Hotel Mcalpin,,,,complete,3,16
32226,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,25.5x18cm folded; 25.5x36cm open,,,1916-0141_wotm,,,1916-09-24,Hotel Mcalpin,,,,complete,3,16
32227,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,19x10cm folded; 19x20cm open,,,1916-0142_wotm,,,1916-10-26,Hotel Mcalpin,,,,complete,2,11
32236,[restaurant Name And/or Location Not Given],[RESTAURANT NAME AND/OR LOCATION NOT GIVEN],,UNKNOWN,,14x8cm folded; 14x16cm open,,Yale,1916-0151_wotm,,,1916-01-01,UNKNOWN,,,,complete,4,15
32244,Hotel Astor,HOTEL ASTOR,,UNKNOWN,,16.5x11cm folded; 16.5x22cm open,,,1916-0159_wotm,,,1916-12-02,Hotel Astor,,,,complete,4,17
32249,The Biltmore,THE BILTMORE,,UNKNOWN,,23x15cm,,,1916-0164_wotm,,,1916-12-09,The Biltmore,,,,complete,1,19
32250,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,17.5x9cm,,,1916-0165_wotm,,,1916-12-15,Hotel Mcalpin,,,,complete,1,9
32251,[restaurant Name And/or Location Not Given],[RESTAURANT NAME AND/OR LOCATION NOT GIVEN],,UNKNOWN,,22x19cm folded; 22x38cm open,,,1916-0166_wotm,,,1916-12-15,UNKNOWN,,,,complete,3,4
32253,[restaurant Name And/or Location Not Given],[RESTAURANT NAME AND/OR LOCATION NOT GIVEN],,UNKNOWN,,20x13.5cm,,Hunters' Fraternity of America,1916-0168_wotm,,,1916-12-19,UNKNOWN,,,,complete,2,12
32254,[restaurant Name And/or Location Not Given],[RESTAURANT NAME AND/OR LOCATION NOT GIVEN],,UNKNOWN,,23x17.5cm folded; 23x35cm open,,Ye New England Society in ye City of New Yorke,1916-0169_wotm,,,1916-12-22,UNKNOWN,,,,under review,4,19
32255,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,23x13cm folded; 23x26cm open,,,1916-0170_wotm,,,1916-12-25,Hotel Mcalpin,,,,complete,3,25
32258,[restaurant Name And/or Location Not Given],[RESTAURANT NAME AND/OR LOCATION NOT GIVEN],,UNKNOWN,,23x18cm folded; 23x36cm open,,,1916-0173_wotm,,,1916-12-25,UNKNOWN,,,,complete,2,18
32261,Healy's Forty-second Street Restaurant,HEALY'S FORTY-SECOND STREET RESTAURANT,,UNKNOWN,,33x18cm,,dinner,1918-0383_wotm,,,1918-03-23,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,107
32262,Healy's Forty-second Street Restaurant,HEALY'S FORTY-SECOND STREET RESTAURANT,,UNKNOWN,,33x18cm,,luncheon,1918-0384_wotm,,,1918-03-25,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,70
32263,Healy's Forty-second Street Restaurant,HEALY'S FORTY-SECOND STREET RESTAURANT,,UNKNOWN,,33x18cm,,dinner,1918-0385_wotm,,,1918-03-25,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,175
32264,Healy's Forty-second Street Restaurant,HEALY'S FORTY-SECOND STREET RESTAURANT,,UNKNOWN,,33x18cm,,luncheon,1918-0386_wotm,,,1918-03-26,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,163
32265,Healy's Forty-second Street Restaurant,HEALY'S FORTY-SECOND STREET RESTAURANT,,UNKNOWN,,33x18cm,,dinner,1918-0387_wotm,,,2928-03-26,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,333
32266,Healy's Forty-second Street Restaurant,HEALY'S FORTY-SECOND STREET RESTAURANT,,UNKNOWN,,33x18cm,,luncheon,1918-0388_wotm,,,1918-03-27,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,189
32268,The Mouquin Restaurant And Wine Co.,THE MOUQUIN RESTAURANT AND WINE CO.,,UNKNOWN,,35.5x19.5cm folded; 35.5x39cm open,,breakfast,1918-0135_wotm,,,1918-01-24,The Mouquin Restaurant And Wine Co.,,Dollars,$,complete,3,120
32269,The Mouquin Restaurant And Wine Co.,THE MOUQUIN RESTAURANT AND WINE CO.,,UNKNOWN,,35.5x19.5cm folded; 35.5x39cm open,,luncheon,1918-0136_wotm,,,1918-01-24,The Mouquin Restaurant And Wine Co.,,Dollars,$,complete,3,191
32270,The Mouquin Restaurant And Wine Co.,THE MOUQUIN RESTAURANT AND WINE CO.,,UNKNOWN,,35.5x19.5cm folded; 35.5x39cm open,,supper,1918-0137_wotm,,,1918-01-24,The Mouquin Restaurant And Wine Co.,,Dollars,$,complete,3,603
32271,The Mouquin Restaurant And Wine Co.,THE MOUQUIN RESTAURANT AND WINE CO.,,UNKNOWN,,35.5x19.5cm folded; 35.5x39cm open,,dinner,1918-0138_wotm,,,1918-01-24,The Mouquin Restaurant And Wine Co.,,Dollars,$,complete,3,346
32272,The Mouquin Restaurant And Wine Co.,THE MOUQUIN RESTAURANT AND WINE CO.,,UNKNOWN,,35.5x19.5cm folded; 35.5x39cm open,,breakfast,1918-0139_wotm,,,1918-01-25,The Mouquin Restaurant And Wine Co.,,Dollars,$,complete,3,126
32273,The Mouquin Restaurant And Wine Co.,THE MOUQUIN RESTAURANT AND WINE CO.,,UNKNOWN,,35.5x19.5cm folded; 35.5x39cm open,,supper,1918-0149_wotm,,,1918-01-27,The Mouquin Restaurant And Wine Co.,,Dollars,$,complete,3,291
32274,The Mouquin Restaurant And Wine Co.,THE MOUQUIN RESTAURANT AND WINE CO.,,UNKNOWN,,35.5x19.5cm folded; 35.5x39cm open,,dinner,1918-0150_wotm,,,1918-01-27,The Mouquin Restaurant And Wine Co.,,Dollars,$,complete,3,153
32275,The Mouquin Restaurant And Wine Co.,THE MOUQUIN RESTAURANT AND WINE CO.,,UNKNOWN,,35.5x19.5cm folded; 35.5x39cm open,,breakfast,1918-0151_wotm,,,1918-01-28,The Mouquin Restaurant And Wine Co.,,Dollars,$,complete,3,105
32276,The Mouquin Restaurant And Wine Co.,THE MOUQUIN RESTAURANT AND WINE CO.,,UNKNOWN,,35.5x19.5cm folded; 35.5x39cm open,,luncheon,1918-0152_wotm,,,1918-01-28,The Mouquin Restaurant And Wine Co.,,Dollars,$,complete,3,211
32277,The Mouquin Restaurant And Wine Co.,THE MOUQUIN RESTAURANT AND WINE CO.,,UNKNOWN,,35.5x19.5cm folded; 35.5x39cm open,,supper,1918-0153_wotm,,,1918-01-28,The Mouquin Restaurant And Wine Co.,,Dollars,$,complete,3,252
32278,The Mouquin Restaurant And Wine Co.,THE MOUQUIN RESTAURANT AND WINE CO.,,UNKNOWN,,35.5x19.5cm folded; 35.5x39cm open,,dinner,1918-0154_wotm,,,1918-01-28,The Mouquin Restaurant And Wine Co.,,Dollars,$,complete,3,53
32279,The Mouquin Restaurant And Wine Co.,THE MOUQUIN RESTAURANT AND WINE CO.,,UNKNOWN,,35.5x19.5cm folded; 35.5x39cm open,,breakfast,1918-0155_wotm,,,1918-01-29,The Mouquin Restaurant And Wine Co.,,Dollars,$,complete,3,134
32280,The Mouquin Restaurant And Wine Co.,THE MOUQUIN RESTAURANT AND WINE CO.,,UNKNOWN,,35.5x19.5cm folded; 35.5x39cm open,,luncheon,1918-0156_wotm,,,1918-01-29,The Mouquin Restaurant And Wine Co.,,Dollars,$,complete,3,76
32281,The Mouquin Restaurant And Wine Co.,THE MOUQUIN RESTAURANT AND WINE CO.,,UNKNOWN,,35.5x19.5cm folded; 35.5x39cm open,,supper,1918-0157_wotm,,,1918-01-29,The Mouquin Restaurant And Wine Co.,,Dollars,$,complete,3,199
32282,The Mouquin Restaurant And Wine Co.,THE MOUQUIN RESTAURANT AND WINE CO.,,UNKNOWN,,35.5x19.5cm folded; 35.5x39cm open,,dinner,1918-0158_wotm,,,1918-01-29,The Mouquin Restaurant And Wine Co.,,Dollars,$,complete,3,298
32283,Hotel Mcalpin,HOTEL MCALPIN,,UNKNOWN,,18.5x12cm folded; 18.5x24cm open,,Metropolitan Life Insurance Company,1918-0159_wotm,,,1918-01-24,Hotel Mcalpin,,,,complete,4,15
32284,Hotel Astor,HOTEL ASTOR,,UNKNOWN,,15.5x10cm folded; 15.5x20cm open,,Metropolitan Life Insurance Company,1918-0160_wotm,,,1918-01-26,Hotel Astor,,,,complete,2,14
32286,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0162_wotm,,,1918-01-22,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21
32287,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0163_wotm,,,1918-01-23,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21
32288,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0164_wotm,,,1918-01-24,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21
32289,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0165_wotm,,,1918-01-25,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21
32290,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0166_wotm,,,1918-01-26,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21
32291,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0167_wotm,,,1918-01-28,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,20
32292,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0168_wotm,,,1918-01-29,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21
32293,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0169_wotm,,,1918-01-30,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21
32294,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0170_wotm,,,1918-01-31,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21
32320,Hotel Astor,HOTEL ASTOR,,UNKNOWN,,23x18cm folded; 23x36cm open,,Canadian Camp,1918-0196_wotm,,,1918-02-15,Hotel Astor,,,,complete,7,18
32324,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0200_wotm,,,1918-02-01,Wm. F. Healy's 42nd St. Grill,,Dollars,$,under review,1,21
32325,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0201_wotm,,,1918-02-02,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21
32326,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0202_wotm,,,1918-02-04,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21
32327,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0203_wotm,,,1918-02-05,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21
32328,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0204_wotm,,,1918-02-06,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21
32329,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0205_wotm,,,1918-02-07,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21
32330,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0206_wotm,,,1918-02-08,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21
32331,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0207_wotm,,,1918-02-09,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21
32332,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0208_wotm,,,1918-02-11,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21
32333,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0209_wotm,,,1918-02-12,Wm. F. Healy's 42nd St. Grill,,,,complete,1,13
32334,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0210_wotm,,,1918-02-13,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21
32335,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0211_wotm,,,1918-02-14,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21
32336,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0212_wotm,,,1918-02-15,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21
32337,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0213_wotm,,,1918-02-16,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21
32338,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0214_wotm,,,1918-02-18,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21
32339,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0215_wotm,,,1918-02-19,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21
32340,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0216_wotm,,,1918-02-20,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21
32341,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0217_wotm,,,1918-02-21,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21
32342,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0218_wotm,,,1918-02-22,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,22
32343,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0219_wotm,,,1918-02-23,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21
32344,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0220_wotm,,,1918-02-25,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,19
32345,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0221_wotm,,,1918-02-26,Wm. F. Healy's 42nd St. Grill,,,,complete,1,18
32346,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0222_wotm,,,1918-02-27,Wm. F. Healy's 42nd St. Grill,,,,complete,1,19
32347,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0223_wotm,,,1918-02-28,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,19
32348,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0224_wotm,,,1918-03-05,Wm. F. Healy's 42nd St. Grill,,,,complete,1,17
32349,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0225_wotm,,,1918-03-06,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,18
32350,Wm. F. Healy's 42nd St. Grill,WM. F. HEALY'S 42ND ST. GRILL,,UNKNOWN,,20.5x13cm,,,1918-0226_wotm,,,1918-03-06,Wm. F. Healy's 42nd St. Grill,,,,complete,1,17
32354,Healy's Forty-second Street Restaurant,HEALY'S FORTY-SECOND STREET RESTAURANT,,UNKNOWN,,33x18cm,,luncheon,1918-0230_wotm,,,1918-02-07,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,95
